flight altitude,elevation,elevation m_a
1270.2375,1026.0,970.2375
1268.6625,1030.0,968.6625
1266.875,1033.0,966.875
1265.6875,1023.0,965.6875
1265.2875,1014.0,965.2875
1265.0375,1003.0,965.0375
1264.2625,985.0,964.2625
1263.3125,992.0,963.3125
1262.825,1002.0,962.825
1262.5375,998.0,962.5375
1262.6125,980.0,962.6125
1262.5125,964.0,962.5125
1262.35,989.0,962.35
1262.1375,1000.0,962.1375
1261.625,1000.0,961.625
1261.1,984.0,961.1
1260.8,967.0,960.8
1260.85,940.0,960.85
1261.05,894.0,961.05
1261.0125,904.0,961.0125
1260.95,949.0,960.95
1260.9,932.0,960.9
1260.9,870.0,960.9
1261.0125,848.0,961.0125
1261.05,894.0,961.05
1260.9125,855.0,960.9125
1260.5875,823.0,960.5875
1260.3375,833.0,960.3375
1260.525,819.0,960.525
1260.95,863.0,960.95
1261.1125,912.0,961.1125
1261.275,939.0,961.275
1261.4375,939.0,961.4375
1261.525,917.0,961.525
1261.5,888.0,961.5
1261.65,893.0,961.65
1261.9125,870.0,961.9125
1262.1,819.0,962.1
1262.2,832.0,962.2
1262.825,840.0,962.825
1263.45,852.0,963.45
1264.0125,841.0,964.0125
1264.3625,880.0,964.3625
1264.55,945.0,964.55
1264.7375,938.0,964.7375
1264.9,884.0,964.9
1265.2875,902.0,965.2875
1266.05,935.0,966.05
1266.75,953.0,966.75
1267.325,977.0,967.325
1267.8625,984.0,967.8625
1268.2,994.0,968.2
1268.7875,998.0,968.7875
1269.125,979.0,969.125
1269.4125,976.0,969.4125
1269.6625,994.0,969.6625
1270.175,1006.0,970.175
1270.725,1004.0,970.725
1271.4125,992.0,971.4125
1272.625,993.0,972.625
1273.8375,1005.0,973.8375
1274.575,1020.0,974.575
1275.4375,1034.0,975.4375
1276.95,1040.0,976.95
1278.6,1037.0,978.6
1279.475,1024.0,979.475
1280.5625,1012.0,980.5625
1281.475,1023.0,981.475
1281.8875,1042.0,981.8875
1282.7,1042.0,982.7
1282.7125,1044.0,982.7125
1282.2625,1053.0,982.2625
1281.6625,1063.0,981.6625
1281.15,1055.0,981.15
1280.275,1050.0,980.275
1279.9625,1042.0,979.9625
1279.5875,1042.0,979.5875
1279.675,1033.0,979.675
1280.8625,1056.0,980.8625
1282.2875,1069.0,982.2875
1283.8375,1071.0,983.8375
1285.2375,1058.0,985.2375
1286.7875,1048.0,986.7875
1287.4125,1038.0,987.4125
1287.175,1027.0,987.175
1287.0125,1034.0,987.0125
1287.1125,1046.0,987.1125
1287.225,1048.0,987.225
1286.3625,1048.0,986.3625
1285.6,1041.0,985.6
1285.425,1007.0,985.425
1285.025,1011.0,985.025
1284.4625,1016.0,984.4625
1283.075,1023.0,983.075
1281.9,1020.0,981.9
1281.1625,1025.0,981.1625
1280.525,1011.0,980.525
1279.6,995.0,979.6
1279.0,991.0,979.0
1278.875,1001.0,978.875
1278.475,1008.0,978.475
1278.1625,1001.0,978.1625
1277.95,991.0,977.95
1277.675,980.0,977.675
1277.3375,964.0,977.3375
1277.025,942.0,977.025
1276.9625,896.0,976.9625
1277.25,866.0,977.25
1277.4625,884.0,977.4625
1277.45,864.0,977.45
1277.425,876.0,977.425
1277.325,891.0,977.325
1277.0625,898.0,977.0625
1276.675,847.0,976.675
1276.5875,863.0,976.5875
1276.625,863.0,976.625
1276.7125,877.0,976.7125
1276.7,914.0,976.7
1276.9,946.0,976.9
1276.8375,964.0,976.8375
1276.4,964.0,976.4
1275.8875,965.0,975.8875
1275.45,930.0,975.45
1274.9375,926.0,974.9375
1274.175,925.0,974.175
1273.55,892.0,973.55
1273.125,911.0,973.125
1272.4375,866.0,972.4375
1271.7625,892.0,971.7625
1271.225,963.0,971.225
1271.0875,952.0,971.0875
1271.675,949.0,971.675
1272.225,887.0,972.225
1272.675,885.0,972.675
1273.075,917.0,973.075
1273.5,943.0,973.5
1273.7375,932.0,973.7375
1274.05,956.0,974.05
1274.675,982.0,974.675
1275.35,961.0,975.35
1275.8875,980.0,975.8875
1276.2375,1003.0,976.2375
1276.6625,1012.0,976.6625
1277.175,1013.0,977.175
1277.625,1012.0,977.625
1278.225,1019.0,978.225
1279.0,1035.0,979.0
1280.1625,1040.0,980.1625
1281.525,1041.0,981.525
1282.5625,1040.0,982.5625
1283.75,1036.0,983.75
1284.675,1032.0,984.675
1285.2,1032.0,985.2
1285.6,1048.0,985.6
1286.7125,1053.0,986.7125
1287.525,1049.0,987.525
1288.375,1041.0,988.375
1288.65,1049.0,988.65
1289.175,1051.0,989.175
1289.525,1034.0,989.525
1289.4,1030.0,989.4
1288.525,1023.0,988.525
1288.0125,1007.0,988.0125
1287.85,977.0,987.85
1287.6375,977.0,987.6375
1287.725,1000.0,987.725
1288.5375,991.0,988.5375
1289.05,994.0,989.05
1290.3625,1005.0,990.3625
1291.35,1030.0,991.35
1291.65,1054.0,991.65
1292.1,1055.0,992.1
1292.325,1052.0,992.325
1293.325,1055.0,993.325
1294.475,1054.0,994.475
1295.2625,1044.0,995.2625
1295.7125,1036.0,995.7125
1296.0375,1045.0,996.0375
1296.025,1045.0,996.025
1295.8875,1044.0,995.8875
1296.125,1036.0,996.125
1295.375,1035.0,995.375
1294.775,1032.0,994.775
1294.4125,1016.0,994.4125
1294.1125,1012.0,994.1125
1293.725,1004.0,993.725
1293.2125,989.0,993.2125
1292.4625,975.0,992.4625
1291.6625,967.0,991.6625
1291.075,959.0,991.075
1290.4875,950.0,990.4875
1290.075,933.0,990.075
1289.7625,930.0,989.7625
1289.3625,936.0,989.3625
1288.6375,928.0,988.6375
1287.95,931.0,987.95
1287.4375,899.0,987.4375
1287.125,956.0,987.125
1286.8375,974.0,986.8375
1286.6875,954.0,986.6875
1286.9625,894.0,986.9625
1287.3375,924.0,987.3375
1287.7375,917.0,987.7375
1288.3625,909.0,988.3625
1289.525,932.0,989.525
1290.6875,957.0,990.6875
1291.475,952.0,991.475
1292.3625,971.0,992.3625
1293.0625,971.0,993.0625
1293.2625,987.0,993.2625
1293.0375,988.0,993.0375
1292.8375,967.0,992.8375
1292.6,967.0,992.6
1292.4,977.0,992.4
1292.3,980.0,992.3
1292.1,979.0,992.1
1291.7625,958.0,991.7625
1291.575,955.0,991.575
1291.5375,971.0,991.5375
1291.7,980.0,991.7
1292.0375,920.0,992.0375
1292.6,955.0,992.6
1293.1,983.0,993.1
1293.5375,989.0,993.5375
1294.1625,981.0,994.1625
1294.7625,978.0,994.7625
1295.35,975.0,995.35
1295.925,976.0,995.925
1296.6125,994.0,996.6125
1297.3125,993.0,997.3125
1297.9625,1003.0,997.9625
1298.5625,1007.0,998.5625
1299.425,1000.0,999.425
1300.3375,990.0,1000.3375
1301.275,998.0,1001.275
1302.3625,1008.0,1002.3625
1303.3125,1016.0,1003.3125
1304.4875,1026.0,1004.4875
1304.8875,1039.0,1004.8875
1305.1125,1056.0,1005.1125
1305.6375,1060.0,1005.6375
1306.9375,1055.0,1006.9375
1307.9125,1057.0,1007.9125
1308.825,1070.0,1008.825
1309.075,1070.0,1009.075
1308.9,1063.0,1008.9
1309.025,1062.0,1009.025
1308.5875,1050.0,1008.5875
1307.925,1021.0,1007.925
1307.2875,1012.0,1007.2875
1306.7125,1038.0,1006.7125
1306.2375,1036.0,1006.2375
1305.85,1036.0,1005.85
1305.6625,1047.0,1005.6625
1305.375,1038.0,1005.375
1305.4125,1017.0,1005.4125
1305.275,1021.0,1005.275
1305.4,1042.0,1005.4
1305.2375,1058.0,1005.2375
1305.2375,1071.0,1005.2375
1304.7875,1081.0,1004.7875
1304.4875,1075.0,1004.4875
1304.125,1067.0,1004.125
1303.3125,1066.0,1003.3125
1302.0375,1060.0,1002.0375
1301.2,1051.0,1001.2
1300.6125,1035.0,1000.6125
1299.7,1030.0,999.7
1298.7125,1023.0,998.7125
1297.2125,1011.0,997.2125
1296.2,998.0,996.2
1295.9375,1002.0,995.9375
1295.375,1003.0,995.375
1294.975,1011.0,994.975
1294.9125,1015.0,994.9125
1294.8125,1007.0,994.8125
1294.8625,993.0,994.8625
1294.8125,988.0,994.8125
1294.625,992.0,994.625
1294.4,996.0,994.4
1293.95,998.0,993.95
1293.2,1002.0,993.2
1292.3375,990.0,992.3375
1291.8625,929.0,991.8625
1291.2875,918.0,991.2875
1290.75,967.0,990.75
1290.4,917.0,990.4
1290.1375,918.0,990.1375
1290.0875,920.0,990.0875
1289.9875,941.0,989.9875
1290.225,950.0,990.225
1290.3375,936.0,990.3375
1290.7,952.0,990.7
1291.1,954.0,991.1
1291.325,983.0,991.325
1291.475,968.0,991.475
1291.75,968.0,991.75
1292.0375,942.0,992.0375
1292.025,971.0,992.025
1291.6625,944.0,991.6625
1291.3625,896.0,991.3625
1290.9375,926.0,990.9375
1290.6,918.0,990.6
1290.1375,887.0,990.1375
1289.8875,914.0,989.8875
1289.9,931.0,989.9
1289.9125,902.0,989.9125
1290.1375,897.0,990.1375
1290.5375,874.0,990.5375
1291.0,912.0,991.0
1291.5,982.0,991.5
1291.8125,962.0,991.8125
1291.7,968.0,991.7
1291.1625,985.0,991.1625
1290.9875,990.0,990.9875
1290.7375,1012.0,990.7375
1291.05,1012.0,991.05
1291.6125,1011.0,991.6125
1292.2125,1021.0,992.2125
1292.6125,1020.0,992.6125
1292.225,1000.0,992.225
1291.675,986.0,991.675
1291.625,1019.0,991.625
1291.925,1024.0,991.925
1293.1375,1027.0,993.1375
1294.4625,1035.0,994.4625
1294.9375,1041.0,994.9375
1295.45,1046.0,995.45
1296.0375,1013.0,996.0375
1296.275,1031.0,996.275
1296.2125,1047.0,996.2125
1296.225,1065.0,996.225
1295.85,1068.0,995.85
1294.65,1065.0,994.65
1293.725,1050.0,993.725
1292.9875,1039.0,992.9875
1292.875,1044.0,992.875
1292.4125,1041.0,992.4125
1291.8625,1029.0,991.8625
1290.825,1047.0,990.825
1290.3875,1047.0,990.3875
1290.3625,1048.0,990.3625
1290.6,1030.0,990.6
1291.025,1046.0,991.025
1291.8,1061.0,991.8
1292.2375,1052.0,992.2375
1292.175,1053.0,992.175
1292.4125,1062.0,992.4125
1292.2625,1060.0,992.2625
1292.225,1051.0,992.225
1292.1125,1023.0,992.1125
1291.5125,993.0,991.5125
1291.4625,960.0,991.4625
1291.4375,997.0,991.4375
1291.3375,995.0,991.3375
1290.8125,1032.0,990.8125
1289.4875,1038.0,989.4875
1288.05,1036.0,988.05
1286.1375,1024.0,986.1375
1284.425,965.0,984.425
1282.8375,954.0,982.8375
1282.2,998.0,982.2
1281.4625,1014.0,981.4625
1280.1625,1026.0,980.1625
1279.4875,1024.0,979.4875
1279.175,1005.0,979.175
1278.875,958.0,978.875
1278.2375,965.0,978.2375
1276.9375,939.0,976.9375
1276.0,936.0,976.0
1275.55,951.0,975.55
1274.65,906.0,974.65
1273.5875,856.0,973.5875
1272.35,880.0,972.35
1270.7625,924.0,970.7625
1269.425,959.0,969.425
1268.725,931.0,968.725
1268.3125,898.0,968.3125
1267.875,888.0,967.875
1267.35,909.0,967.35
1267.1,894.0,967.1
1267.1625,945.0,967.1625
1267.3625,952.0,967.3625
1267.825,949.0,967.825
1268.0875,949.0,968.0875
1268.2125,926.0,968.2125
1268.45,921.0,968.45
1268.4375,885.0,968.4375
1268.125,871.0,968.125
1267.8375,903.0,967.8375
1267.7625,934.0,967.7625
1268.05,958.0,968.05
1268.6875,966.0,968.6875
1269.825,977.0,969.825
1270.5875,948.0,970.5875
1271.4375,906.0,971.4375
1271.8125,897.0,971.8125
1272.025,858.0,972.025
1272.2375,884.0,972.2375
1272.5625,893.0,972.5625
1273.6,949.0,973.6
1274.6875,927.0,974.6875
1275.15,915.0,975.15
1275.4,970.0,975.4
1275.3625,1002.0,975.3625
1275.1375,1011.0,975.1375
1275.1625,990.0,975.1625
1275.625,942.0,975.625
1276.025,938.0,976.025
1276.7375,995.0,976.7375
1277.5375,975.0,977.5375
1278.05,980.0,978.05
1278.8375,969.0,978.8375
1279.775,938.0,979.775
1280.225,943.0,980.225
1280.7125,983.0,980.7125
1280.5,1011.0,980.5
1280.0625,1006.0,980.0625
1279.5375,987.0,979.5375
1279.2125,1027.0,979.2125
1279.025,1052.0,979.025
1279.4375,1064.0,979.4375
1279.6,1067.0,979.6
1279.4,1067.0,979.4
1278.5375,1071.0,978.5375
1277.3375,1071.0,977.3375
1276.4,1052.0,976.4
1275.4625,1037.0,975.4625
1275.725,1037.0,975.725
1276.675,1045.0,976.675
1277.325,1046.0,977.325
1277.7625,1044.0,977.7625
1277.9375,1051.0,977.9375
1277.825,1058.0,977.825
1277.4125,1063.0,977.4125
1277.325,1062.0,977.325
1277.7625,1055.0,977.7625
1277.9625,1053.0,977.9625
1277.8,1050.0,977.8
1276.425,1048.0,976.425
1274.95,1041.0,974.95
1273.1875,1035.0,973.1875
1272.0,1034.0,972.0
1270.9625,1023.0,970.9625
1269.3375,1006.0,969.3375
1267.2,1007.0,967.2
1264.625,995.0,964.625
1262.575,997.0,962.575
1260.9125,996.0,960.9125
1258.75,1000.0,958.75
1252.3875,992.0,952.3875
1245.35,969.0,945.35
1238.675,931.0,938.675
1234.8,916.0,934.8
1233.0875,963.0,933.0875
1228.925,942.0,928.925
1221.7375,896.0,921.7375
1213.45,856.0,913.45
1204.5625,862.0,904.5625
1195.825,894.0,895.825
1187.975,927.0,887.975
1184.025,958.0,884.025
1180.1,936.0,880.1
1175.9625,880.0,875.9625
1171.1125,853.0,871.1125
1166.1625,851.0,866.1625
1161.175,846.0,861.175
1156.35,906.0,856.35
1150.775,947.0,850.775
1145.075,955.0,845.075
1138.7625,969.0,838.7625
1133.075,972.0,833.075
1127.675,957.0,827.675
1122.05,944.0,822.05
1115.3125,941.0,815.3125
1109.825,941.0,809.825
1104.05,913.0,804.05
1098.7,845.0,798.7
1093.2,774.0,793.2
1087.675,775.0,787.675
1081.7375,808.0,781.7375
1075.85,832.0,775.85
1070.0,832.0,770.0
1064.0625,840.0,764.0625
1057.625,831.0,757.625
1049.2125,805.0,749.2125
1040.85,826.0,740.85
1034.525,809.0,734.525
1028.6125,765.0,728.6125
1023.325,486.0,723.325
1018.275,412.0,718.275
1012.85,446.0,712.85
1007.625,659.0,707.625
1002.2125,801.0,702.2125
997.5875,610.0,697.5875
992.8875,408.0,692.8875
988.575,348.0,688.575
984.5,295.0,684.5
980.575,288.0,680.575
977.2,399.0,677.2
972.5375,736.0,672.5375
967.575,750.0,667.575
962.7375,736.0,662.7375
958.175,679.0,658.175
954.0625,675.0,654.0625
950.825,672.0,650.825
947.2125,666.0,647.2125
942.9125,591.0,642.9125
938.2,581.0,638.2
933.5875,540.0,633.5875
928.7625,591.0,628.7625
924.3625,612.0,624.3625
919.775,601.0,619.775
915.325,519.0,615.325
910.5375,624.0,610.5375
904.7625,600.0,604.7625
899.525,627.0,599.525
894.475,613.0,594.475
889.725,608.0,589.725
885.175,573.0,585.175
881.65,570.0,581.65
878.0875,567.0,578.0875
874.55,559.0,574.55
870.775,508.0,570.775
866.5,333.0,566.5
862.2375,338.0,562.2375
858.625,489.0,558.625
854.5625,524.0,554.5625
850.2625,573.0,550.2625
846.3625,596.0,546.3625
846.775,558.0,546.775
847.65,551.0,547.65
847.95,498.0,547.95
845.2,546.0,545.2
839.85,587.0,539.85
836.7875,597.0,536.7875
836.625,570.0,536.625
837.4375,542.0,537.4375
838.8375,592.0,538.8375
840.125,521.0,540.125
839.4625,530.0,539.4625
834.1625,571.0,534.1625
828.7375,571.0,528.7375
824.1125,551.0,524.1125
820.5625,594.0,520.5625
817.3625,562.0,517.3625
815.575,502.0,515.575
812.425,529.0,512.425
809.4875,578.0,509.4875
805.8625,569.0,505.8625
802.6,617.0,502.6
799.3,605.0,499.3
795.125,601.0,495.125
791.275,561.0,491.275
788.875,479.0,488.875
785.6,522.0,485.6
783.0375,509.0,483.0375
779.0625,465.0,479.0625
774.95,410.0,474.95
771.35,493.0,471.35
768.875,523.0,468.875
766.5375,549.0,466.5375
763.425,530.0,463.425
760.2875,498.0,460.2875
758.1125,490.0,458.1125
758.2875,516.0,458.2875
758.5875,501.0,458.5875
756.5875,465.0,456.5875
754.1,453.0,454.1
751.05,519.0,451.05
747.775,482.0,447.775
745.1,470.0,445.1
742.6625,439.0,442.6625
741.0125,373.0,441.0125
738.0125,365.0,438.0125
734.25,395.0,434.25
731.1,413.0,431.1
728.425,407.0,428.425
726.0875,391.0,426.0875
722.725,346.0,422.725
720.125,312.0,420.125
716.9375,316.0,416.9375
713.675,366.0,413.675
710.8375,395.0,410.8375
707.8625,419.0,407.8625
703.9875,529.0,403.9875
700.2375,414.0,400.2375
698.0875,356.0,398.0875
695.2875,291.0,395.2875
691.3375,279.0,391.3375
687.475,327.0,387.475
683.125,278.0,383.125
678.8625,293.0,378.8625
674.7125,327.0,374.7125
671.0875,362.0,371.0875
665.1,395.0,365.1
658.575,309.0,358.575
652.2125,284.0,352.2125
646.4,320.0,346.4
641.275,375.0,341.275
635.1125,383.0,335.1125
628.575,318.0,328.575
621.7125,308.0,321.7125
615.0875,334.0,315.0875
608.8625,347.0,308.8625
602.7375,362.0,302.7375
596.2875,329.0,296.2875
590.025,325.0,290.025
584.2125,329.0,284.2125
578.55,334.0,278.55
572.0625,344.0,272.0625
566.0375,356.0,266.0375
560.1625,366.0,260.1625
554.675,306.0,254.675
550.0125,286.0,250.0125
545.45,345.0,245.45
540.5125,356.0,240.5125
535.35,355.0,235.35
530.2625,323.0,230.2625
525.375,313.0,225.375
521.05,275.0,221.05
517.15,310.0,217.15
513.2,344.0,213.2
508.625,313.0,208.625
503.6875,284.0,203.6875
498.45,262.0,198.45
472.35033767386483,330.0,191.8375
427.1020751490229,305.0,186.6625
382.5788126241881,262.0,182.2125
338.8680500993534,260.0,178.575
295.3072875745114,269.0,175.0875
251.1465250496767,264.0,171.0
207.59826252483472,269.0,167.525
163.8625,271.0,163.8625
